,movie_title,cluster_KMeans,tsne-2d-one,tsne-2d-two
1254,Paul,5,-9.517209,2.0017292
1255,The Guilt Trip,12,3.6046236,7.898617
1256,Scream 4,6,-5.0821466,-15.614673
1257,8MM,1,-0.037588224,-14.648285
1258,The Doors,10,11.968981,-1.0157478
1259,Sex Tape,8,-5.366011,4.804206
1260,Hanging Up,12,0.21144104,7.8433666
1261,Final Destination 5,6,-6.852004,-13.375455
1262,Mickey Blue Eyes,9,-2.2922444,0.060388487
1263,Pay It Forward,14,6.1169596,2.007499
1264,Fever Pitch,11,6.5089397,15.104034
1266,Drillbit Taylor,12,0.47431976,9.580651
1267,A Million Ways to Die in the West,8,-3.5296123,4.5776663
1269,Extremely Loud & Incredibly Close,14,2.5343325,0.67979467
1270,Morning Glory,11,4.6264443,13.596828
1271,Get Rich or Die Tryin',10,11.796959,-1.7176507
1272,The Art of War,13,-3.5327988,-5.1718364
1273,Rent,2,12.604675,5.324258
1274,Bless the Child,7,8.3089905,-11.569399
1275,The Out-of-Towners,8,-5.3626533,4.8196683
1276,The Island of Dr. Moreau,6,-7.3842893,-10.515757
1277,The Musketeer,3,-8.959153,-2.5465279
1278,The Other Boleyn Girl,10,15.927142,1.8395193
1279,Sweet November,2,11.3984785,6.7713847
1280,The Reaping,6,-4.5071816,-11.625386
1282,Renaissance Man,12,1.8116343,6.7908993
1283,Colombiana,1,1.128762,-9.841377
1285,City by the Sea,1,4.9434876,-14.26832
1286,At First Sight,2,11.314949,5.943941
1287,Torque,9,-3.745487,-1.1204411
1288,City Hall,4,5.2723885,-6.0348773
1289,Showgirls,14,6.507565,-0.12038308
1290,Marie Antoinette,10,15.752325,1.6957859
1291,Kiss of Death,13,-3.1837451,-8.20607
1292,Get Carter,1,2.0613503,-10.622812
1293,The Impossible,4,5.271591,-6.0367174
1295,Fantastic Mr. Fox,5,-14.747633,5.003243
1296,Life or Something Like It,0,-4.7216244,12.626407
1297,Memoirs of an Invisible Man,0,-5.5689263,14.004617
1298,Amélie,0,-4.722713,12.626011
1299,New York Minute,0,-8.49885,11.956933
1300,Alfie,11,2.395998,11.895668
1301,Big Miracle,10,14.629205,3.114309
1302,The Deep End of the Ocean,14,6.1166687,2.0083153
1303,Feardotcom,6,-3.078579,-11.021376
1304,Cirque du Freak: The Vampire's Assistant,3,-8.187935,-4.587915
1306,Duplex,8,-5.383788,4.8209004
1309,Universal Soldier: The Return,3,-10.098583,-4.9822397
1310,Pandorum,6,-8.158868,-9.579968
1311,Impostor,1,3.7498937,-8.347648
1312,Extreme Ops,13,-6.004526,-4.622462
1313,Just Visiting,8,-9.065821,3.7801936
1314,Sunshine,3,-11.090973,-8.879576
1315,A Thousand Words,12,1.805738,6.7944584
1316,Delgo,5,-14.787538,2.9133573
1317,The Gunman,1,3.0620806,-12.554602
1318,Alex Rider: Operation Stormbreaker,13,-7.0540934,-4.8142543
1319,Disturbia,1,4.5196385,-10.491969
1320,Hackers,7,7.13746,-8.664154
1322,The Hudsucker Proxy,8,-8.792054,5.019006
1323,The Warlords,10,9.620877,-2.2293313
1324,Nomad: The Warrior,14,9.021912,-2.6756687
1325,Snowpiercer,4,1.1313032,-5.7009997
1328,The Crow,4,3.502884,-2.1534817
1330,The Time Traveler's Wife,2,9.434326,7.092648
1333,Frankenweenie,5,-13.7464905,6.882608
1334,Serenity,3,-10.792208,-7.5594954
1335,Against the Ropes,10,14.071286,1.3405131
1337,Grudge Match,8,-6.7466836,7.36419
1338,Red Cliff,4,1.7828065,-2.0777988
1339,Sweet Home Alabama,0,-4.7221684,12.626097
1340,The Ugly Truth,0,-4.7219067,12.625955
1341,Sgt. Bilko,8,-6.757848,5.2826095
1342,Spy Kids 2: Island of Lost Dreams,3,-14.019848,-2.795481
1343,Star Trek: Generations,3,-10.095506,-7.2690706
1344,The Grandmaster,10,13.044811,-2.412643
1345,Water for Elephants,2,11.314736,5.943042
1348,The Hurricane,10,13.925568,0.12756112
1349,Enough,7,9.594147,-10.687675
1350,Heartbreakers,0,-3.6426766,10.233657
1351,Paul Blart: Mall Cop 2,9,-4.0861416,-0.49517208
1352,Angel Eyes,2,10.8449,9.876324
1353,Joe Somebody,12,1.8071,6.788724
1354,The Ninth Gate,1,-0.037223853,-14.648451
1355,Extreme Measures,1,5.7827754,-12.866071
1356,Rock Star,14,8.393613,2.6086195
1357,Precious,14,8.279542,1.1072268
1358,White Squall,14,3.9859126,0.86330694
1360,Riddick,3,-9.082294,-8.319062
1361,Switchback,1,1.6664542,-15.031376
1362,Texas Rangers,4,-0.08824623,-3.4826274
1363,City of Ember,5,-12.626655,0.6015214
1364,The Master,14,6.506284,-0.12562
1366,The Express,10,13.837541,0.11864219
1367,The 5th Wave,3,-10.624147,-8.335305
1368,Creed,10,10.743222,0.8826333
1369,The Town,7,9.107922,-9.87653
1370,What to Expect When You're Expecting,11,4.624896,13.59934
1371,Burn After Reading,12,1.1577337,5.891753
1372,Nim's Island,5,-12.1946335,2.785749
1373,Rush,10,13.770383,0.05722943
1374,Magnolia,14,6.506575,-0.13270298
1375,Cop Out,9,-4.251833,-0.3351147
1376,How to Be Single,0,-4.7219768,12.626382
1377,Dolphin Tale,14,5.102209,2.722332
1378,Twilight,2,10.205542,10.468073
1379,John Q,7,8.860372,-10.305811
1380,Blue Streak,13,-2.9156983,-3.6623442
1381,We're the Millers,9,-2.570531,1.4678378
1383,Breakdown,1,3.2285872,-12.664952
1385,Hot Tub Time Machine,8,-8.507431,2.3615735
1386,Dolphin Tale 2,14,4.9743915,2.1067638
1388,A Man Apart,1,1.1282712,-9.842317
1389,Aloha,11,4.6244926,13.598377
1390,Ghosts of Mississippi,14,9.214778,-1.075197
1391,Snow Falling on Cedars,7,5.5680504,-9.630061
1392,The Rite,1,-1.1253163,-12.569297
1393,Gattaca,4,3.7067692,-6.4387736
1394,Isn't She Great,0,-5.740014,13.253351
1395,Space Chimps,5,-13.924385,5.0940504
1396,Head of State,8,-4.3105106,6.085955
1397,The Hangover,8,-5.3834333,4.8386197
1398,Ip Man 3,10,15.159389,-2.9299338
1399,Austin Powers: The Spy Who Shagged Me,9,-4.895707,-1.0696235
1401,There Be Dragons,10,13.205327,-3.5233197
1402,Lethal Weapon 3,13,-3.1845434,-8.206653
1403,The Blind Side,10,13.220085,0.6150974
1405,Spy Kids,3,-13.903729,-2.6313713
1406,Horrible Bosses,9,-1.9060055,1.0736682
1407,True Grit,14,7.7208858,-1.4445615
1408,The Devil Wears Prada,11,4.622446,13.59774
1410,Identity Thief,9,-3.4945533,1.3959205
1411,Cape Fear,13,-1.5844749,-9.5489
1412,21,7,8.858674,-10.302758
1413,Trainwreck,0,-4.7225423,12.6263075
1414,Guess Who,0,-1.2252932,15.808433
1415,The English Patient,2,10.764266,4.094506
1416,L.A. Confidential,1,4.9437222,-14.268049
1417,Sky High,5,-11.039412,4.576754
1418,In & Out,8,-4.993507,7.981433
1419,Species,6,-8.935547,-9.608573
1421,The Cell,6,-7.3985386,-10.5004225
1422,The Man in the Iron Mask,3,-8.664488,-2.762921
1423,Secretariat,10,14.792985,-0.8582287
1425,Radio,10,13.220086,0.61509746
1426,Friends with Benefits,0,-4.7229295,12.626332
1427,Neighbors 2: Sorority Rising,8,-3.8919172,7.0896525
1428,Saving Mr. Banks,10,15.947116,-2.7575552
1429,Malcolm X,10,15.752407,1.695501
1430,This Is 40,8,-5.369966,4.8244224
1431,Old Dogs,8,-9.266458,8.010608
1432,Underworld: Rise of the Lycans,3,-12.740918,-7.463964
1433,License to Wed,0,-3.49058,14.765419
1434,The Benchwarmers,0,-6.802537,12.9958315
1435,Must Love Dogs,0,-1.1584021,15.882692
1436,Donnie Brasco,10,11.969886,-4.8554688
1437,Resident Evil,3,-10.726019,-5.3433576
1439,The Ladykillers,9,-1.8498368,-1.5099707
1440,Max Payne,1,2.5922124,-12.635806
1441,In Time,13,-7.9775934,-7.539048
1442,The Back-up Plan,0,-4.0572653,12.219527
1443,Something Borrowed,11,1.7190522,12.250006
1445,Black Knight,5,-10.0787945,3.2022293
1447,Street Fighter,13,-5.936504,-3.4900963
1448,The Pianist,10,13.205766,-3.5234075
1450,The Nativity Story,14,4.7797604,2.8267655
1451,House of Wax,6,-6.447299,-14.119323
1452,Closer,2,11.314818,5.9426155
1453,J. Edgar,10,11.942938,-4.7602158
1454,Mirrors,6,-4.9444165,-15.081329
1455,Queen of the Damned,4,3.193147,-1.3081211
1456,Predator 2,6,-9.422572,-9.836413
1457,Untraceable,7,7.3710766,-11.089021
1458,Blast from the Past,11,4.999634,12.589823
1460,Jersey Girl,11,5.6632276,12.565007
1461,Alex Cross,13,-3.1320536,-8.433722
1462,Midnight in the Garden of Good and Evil,1,4.73003,-13.747077
1464,Nanny McPhee Returns,5,-10.696448,7.0376334
1465,Hoffa,10,11.830228,-4.2847977
1466,The X Files: I Want to Believe,1,4.14344,-8.75808
1467,Ella Enchanted,0,-8.334358,10.4713955
1468,Concussion,10,13.836024,0.11951273
1469,Abduction,13,-5.8085465,-7.4979434
1470,Valiant,5,-14.8719015,4.997872
1471,Wonder Boys,12,3.2943566,6.5329
1472,Superhero Movie,3,-8.52888,-6.792301
1473,Broken City,7,8.858921,-10.303667
1474,Cursed,8,-5.9748344,2.6583507
1475,Premium Rush,13,-3.184518,-8.206611
1476,Hot Pursuit,9,-4.2428756,0.21239473
1477,The Four Feathers,2,10.390838,3.6622305
1478,Parker,13,-1.4672054,-6.3503256
1479,Wimbledon,0,-6.800706,12.996882
1480,Furry Vengeance,8,-9.302913,7.646262
1483,Lions for Lambs,4,6.366598,-4.193189
1484,Flight of the Intruder,4,2.3236094,-4.1245794
1485,Walk Hard: The Dewey Cox Story,8,-2.697999,5.1750674
1486,The Shipping News,14,6.487861,-0.114156485
1487,American Outlaws,3,-7.713955,-2.3885393
1488,The Young Victoria,10,15.752358,1.6956978
1489,Whiteout,13,-3.076868,-6.9230256
1490,The Tree of Life,14,4.6610103,0.27746293
1491,Knock Off,13,-4.7915473,-4.1272874
1492,Sabotage,1,1.1309453,-9.844627
1493,The Order,13,-5.75405,-7.582811
1494,Punisher: War Zone,1,1.1326516,-9.844394
1495,Zoom,3,-13.219109,-3.6694345
1496,The Walk,7,7.7735834,-6.193874
1497,Warriors of Virtue,3,-10.673999,-1.6424447
1498,A Good Year,11,4.6189504,13.597498
1500,Radio Flyer,14,6.49374,-0.12298435
1501,"Blood In, Blood Out",7,10.144774,-5.6038966
1502,Smilla's Sense of Snow,4,1.0545037,-5.698268
1503,Femme Fatale,1,5.784097,-12.8652315
1506,Ride with the Devil,2,10.742874,4.116591
1511,The Maze Runner,13,-7.425677,-7.7925396
1512,Unfinished Business,8,-5.377129,4.8238525
1513,The Age of Innocence,2,10.929319,9.902319
1514,The Fountain,14,3.914759,0.43695626
1515,Chill Factor,4,-0.2579338,-3.5703785
1516,Stolen,1,1.7536757,-9.29343
1517,Ponyo,5,-14.072411,1.574765
1518,The Longest Ride,2,11.314435,5.9422984
1519,The Astronaut's Wife,4,3.4272568,-6.4276595
1520,I Dreamed of Africa,2,10.661097,7.3146286
1521,Playing for Keeps,0,-6.8010144,12.996622
1522,Mandela: Long Walk to Freedom,10,15.097869,-2.9789407
1524,A Few Good Men,7,5.862171,-6.651775
1525,Exit Wounds,1,1.891127,-9.375758
1526,Big Momma's House,9,-3.24432,-0.4950495
1528,The Darkest Hour,3,-9.989268,-8.872981
1529,Step Up Revolution,2,13.861749,6.2490773
1530,Snakes on a Plane,1,2.0925949,-10.6176195
1531,The Watcher,1,1.5646896,-15.345287
1532,The Punisher,1,1.3933995,-10.394621
1533,Goal! The Dream Begins,2,11.930974,3.0240393
1534,Safe,13,-2.3684278,-6.750556
1535,Pushing Tin,11,5.1816106,15.929208
1537,Doomsday,3,-8.480388,-7.5784082
1538,The Reader,2,10.845585,9.876228
1540,Elf,0,-8.334199,10.471402
1541,Phenomenon,2,9.4338,7.09244
1542,Snow Dogs,5,-12.296274,4.767699
1544,Nacho Libre,8,-8.193024,7.515855
1545,Bridesmaids,0,-1.3564652,12.510273
1546,This Is the End,8,-8.673864,5.146847
1547,Stigmata,6,-7.0621085,-13.869374
1548,Men of Honor,10,13.753987,-2.046351
1549,Takers,13,-2.3680012,-6.7488832
1550,The Big Wedding,8,-4.788106,3.1047342
1551,"Big Mommas: Like Father, Like Son",9,-3.4427526,-0.8625797
1552,Source Code,1,-0.42015186,-14.137205
1553,Alive,7,7.7460012,-6.192723
1554,The Number 23,1,0.6445008,-14.725694
1555,The Young and Prodigious T.S. Spivet,4,0.46558002,-1.6761061
1557,Dreamer: Inspired by a True Story,10,10.704411,1.2754371
1558,A History of Violence,7,8.857624,-10.3024
1559,Transporter 2,13,-3.186393,-8.209701
1560,The Quick and the Dead,13,-5.517243,-6.451442
1561,Laws of Attraction,0,-4.7330184,13.233235
1562,Bringing Out the Dead,4,5.275601,-6.039706
1563,Repo Men,13,-1.9420923,-5.4464784
1564,Dragon Wars: D-War,6,-5.491042,-9.627031
1565,Bogus,5,-10.518331,7.251321
1566,The Incredible Burt Wonderstone,8,-3.4429827,4.486222
1567,Cats Don't Dance,5,-12.100683,6.292899
1568,Cradle Will Rock,14,6.493147,-0.120172516
1569,The Good German,1,4.530847,-10.690502
1572,Going the Distance,0,-4.7211914,12.625956
1573,Mr. Holland's Opus,14,8.1945095,2.0864804
1576,Flight,4,5.6926637,-6.3971086
1578,The Grand Budapest Hotel,12,2.8121843,3.5451446
1579,Hearts in Atlantis,14,5.3987226,-2.3058288
1580,Arachnophobia,6,-4.5525804,-10.341556
1581,Frequency,1,5.6359587,-12.413411
1583,Vacation,8,-7.4021072,2.917057
1584,Get Shorty,9,-1.8540025,-1.5076268
1585,Chicago,9,-1.8514308,1.1009881
1586,Big Daddy,12,0.47398067,9.580913
1587,American Pie 2,8,-4.299121,6.562304
1588,Toy Story,5,-14.021559,2.8050418
1589,Speed,13,-3.6205618,-5.296311
1590,The Vow,2,11.314368,5.941211
1591,Extraordinary Measures,14,6.476181,-0.1226017
1592,Remember the Titans,10,13.220085,0.6150973
1593,The Hunt for Red October,13,-6.7372365,-4.85581
1594,Lee Daniels' The Butler,10,13.068037,-2.281706
1595,Dodgeball: A True Underdog Story,8,-6.7458797,7.3641376
1596,The Addams Family,8,-8.7912,5.0198636
1597,Ace Ventura: When Nature Calls,8,-7.4019756,2.917606
1598,The Princess Diaries,0,-8.2412,11.934502
1599,The First Wives Club,8,-6.757191,5.2834473
1600,Se7en,1,4.9443746,-14.267744
1601,District 9,3,-9.083283,-8.320907
1602,The SpongeBob SquarePants Movie,5,-14.073452,3.0652792
1603,Mystic River,1,6.1088166,-12.646813
1604,Million Dollar Baby,10,10.905447,0.52940017
1605,Analyze This,9,-2.6187406,1.3913463
1606,The Notebook,2,10.845337,9.876405
1607,27 Dresses,0,-1.5477722,14.006777
1608,Hannah Montana: The Movie,11,4.5345106,11.205683
1609,Rugrats in Paris: The Movie,5,-15.443956,5.318323
1610,The Prince of Tides,2,11.3147135,5.9408283
1611,Legends of the Fall,2,10.850399,4.157119
1612,Up in the Air,2,11.314617,5.9406543
1613,About Schmidt,12,0.99626213,8.196103
1614,Warm Bodies,0,-5.6852207,12.165308
1615,Looper,1,0.8372597,-8.847949
1616,Down to Earth,8,-8.790535,5.0201836
1617,Babe,12,-0.71071535,6.8780746
1618,Hope Springs,11,5.1821275,15.929155
1619,Forgetting Sarah Marshall,11,4.615615,13.596153
1621,Four Brothers,1,3.814551,-13.748517
1622,Baby Mama,0,-4.7216616,12.625725
1623,Hope Floats,2,8.393861,5.7442603
1624,Bride Wars,0,-1.7123635,13.689394
1625,Without a Paddle,8,-7.1533995,3.486354
1626,13 Going on 30,0,-6.9630513,10.558504
1627,Midnight in Paris,0,-6.9637184,10.557533
1628,The Nut Job,5,-14.745118,4.9859695
1629,Blow,10,11.828815,-4.2892194
1630,Message in a Bottle,2,10.844977,9.876352
1632,Like Mike,5,-10.577778,7.078485
1633,Naked Gun 33 1/3: The Final Insult,9,-2.571536,1.469296
1635,The Curse of the Were-Rabbit,5,-13.681933,7.1156363
1636,P.S. I Love You,2,7.5052686,6.726269
1638,Atonement,2,9.966634,4.359599
1639,Letters to Juliet,11,4.6171203,13.594498
1644,Sicario,1,3.2042642,-12.666631
1645,Southpaw,10,10.904429,0.5318406
1646,Drag Me to Hell,6,-4.5069513,-11.626767
1647,The Age of Adaline,2,9.160458,7.528275
1648,Secondhand Lions,12,0.38701,7.0118246
1649,Step Up 3D,2,13.860779,6.2499766
1650,Blue Crush,2,11.890164,2.8973155
1651,Stranger Than Fiction,11,5.9157953,10.8320055
1652,30 Days of Night,6,-7.0615044,-13.866668
1653,The Cabin in the Woods,6,-3.0047388,-13.212941
1654,Meet the Spartans,8,-5.3652396,4.847781
1658,Hanna,4,0.8937389,-4.9330835
1660,Mortal Kombat: Annihilation,3,-12.741842,-7.464797
1661,Larry Crowne,11,3.9070857,15.229262
1662,Carrie,4,3.192238,-1.3085515
1663,Take the Lead,14,8.392902,2.608267
1665,Gridiron Gang,7,9.979038,-4.918926
1666,What's the Worst That Could Happen?,9,-2.5715845,1.4695814
1668,Side Effects,7,8.857737,-10.299718
1670,Winnie the Pooh,5,-15.159907,4.5611334
1671,Dumb and Dumberer: When Harry Met Lloyd,8,-4.993696,7.9792323
1672,Bulworth,11,4.6129923,13.593458
1673,Get on Up,10,12.097148,-1.1797723
1674,One True Thing,14,4.845511,1.4954218
1675,Virtuosity,13,-2.741096,-6.5619364
1676,My Super Ex-Girlfriend,0,-0.8183556,12.339993
1677,Deliver Us from Evil,6,-2.5474274,-14.106373
1678,Sanctum,4,4.4357276,-5.000361
1679,Little Black Book,11,4.612617,13.592983
1680,The Five-Year Engagement,0,-3.4908996,14.762005
1681,Mr 3000,11,6.509624,15.103595
1682,The Next Three Days,7,7.84435,-9.107203
1683,Ultraviolet,6,-8.329853,-9.741508
1684,Assault on Precinct 13,1,1.4277061,-11.726913
1685,The Replacement Killers,13,-3.1855555,-8.210486
1686,Fled,9,0.73957163,-0.95937645
1687,Eight Legged Freaks,9,-6.3569455,1.3675517
1688,Love & Other Drugs,11,4.613595,13.593627
1689,88 Minutes,1,4.9544973,-13.5457
1690,North Country,14,6.491992,-0.09683575
1691,The Whole Ten Yards,9,-1.8531613,-1.5067542
1692,Splice,14,2.9005113,-0.6739613
1694,Pride and Glory,7,8.744442,-12.709417
1695,The Cave,6,-4.672972,-11.811509
1696,Alex & Emma,0,-4.7208858,12.624871
1697,Wicker Park,1,5.274517,-9.79362
1698,Fright Night,8,-6.3000836,2.597137
1699,The New World,10,15.927007,1.839741
1700,Wing Commander,3,-12.347194,-4.5832644
1701,In Dreams,4,4.8787603,-6.674567
1702,Dragonball: Evolution,3,-12.193249,-7.60879
1703,The Last Stand,13,-2.0792875,-6.6274757
1704,Godsend,4,2.4846778,-6.76563
1705,Chasing Liberty,0,-4.3927045,11.951814
1706,Hoodwinked Too! Hood vs. Evil,5,-13.473285,6.699128
1707,An Unfinished Life,14,6.4136662,3.9880424
1708,The Imaginarium of Doctor Parnassus,5,-11.7300415,-0.016480565
1711,Runner Runner,13,-1.0358617,-9.19037
1712,Antitrust,1,1.1366546,-9.846494
1715,Dead Man Down,1,1.1351075,-9.846492
1716,The Merchant of Venice,2,11.312852,5.9409933
1717,The Good Thief,1,1.6601832,-9.442318
1719,Miss Potter,2,14.719013,3.4599185
1720,The Promise,4,3.502386,-2.1530797
1721,DOA: Dead or Alive,3,-8.8723135,-2.9136994
1722,The Assassination of Jesse James by the Coward Robert Ford,10,15.173548,-3.643244
1723,1911,4,1.739274,-2.0066593
1726,Machine Gun Preacher,10,11.669357,-4.136095
1734,Pitch Perfect 2,8,-2.5784314,5.480033
1735,Walk the Line,2,14.446541,4.1245394
1737,Keeping the Faith,11,4.6182303,13.592748
1738,The Borrowers,5,-12.182649,2.7825441
1739,Frost/Nixon,14,6.4800615,-0.11354439
1741,Serving Sara,0,-4.7206693,12.625116
1742,The Boss,8,-5.342678,4.8272147
1744,Mumford,12,3.1565938,8.236177
1745,Seed of Chucky,13,-4.4778366,-4.1056547
1746,The Jacket,1,3.9948213,-8.680593
1748,Straight Outta Compton,10,15.2504635,-3.5673182
1751,Along Came a Spider,7,9.367935,-10.996971
1753,Once Upon a Time in Mexico,13,-2.5200527,-5.72384
1755,Role Models,8,-5.321934,4.8338203
1756,The Big Short,10,15.817602,-2.7886567
1757,Taking Woodstock,12,4.2946763,5.579013
1758,Miracle,10,14.811756,-1.0427521
1759,Dawn of the Dead,6,-6.2496552,-9.6092615
1760,The Wedding Planner,0,-3.4900262,14.762593
1762,The Royal Tenenbaums,12,1.8084852,6.792162
1763,Identity,1,0.6756666,-14.765934
1764,Last Vegas,0,-3.1799126,13.151232
1766,Serendipity,0,-1.2252713,15.808408
1767,Timecop,13,-2.0307267,-5.499209
1768,Zoolander,8,-5.3410993,4.8220525
1769,Safe Haven,7,6.683172,-7.0065293
1770,Hocus Pocus,5,-10.695372,7.0359063
1771,No Reservations,11,4.6194735,13.591111
1772,Kick-Ass,9,-6.252189,0.429537
1773,30 Minutes or Less,9,-4.0182095,-0.54227304
1774,Dracula 2000,6,-5.881267,-10.004197
1775,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",8,-9.3001,7.6456323
1776,Pride & Prejudice,2,10.845337,9.876247
1778,Rob Roy,9,-0.36392137,-0.31359884
1779,3 Days to Kill,4,0.8938335,-4.9324937
1780,We Own the Night,7,9.677773,-9.54912
1781,Lost Souls,4,1.8175147,-7.340402
1783,Just My Luck,0,-6.961905,10.557904
1784,"Mystery, Alaska",12,2.251783,5.051357
1785,The Spy Next Door,8,-9.755402,6.1385393
1786,A Simple Wish,5,-10.695325,7.0359163
1787,Ghosts of Mars,6,-8.952236,-10.1006
1788,Our Brand Is Crisis,12,1.8094368,6.791873
1789,Pride and Prejudice and Zombies,6,-7.8410044,-12.356343
1790,Kundun,10,14.246021,-3.9355676
1791,How to Lose Friends & Alienate People,11,2.4248927,14.178438
1792,Kick-Ass 2,9,-4.087015,-0.4934967
1794,Brick Mansions,1,1.1336536,-9.84618
1796,Knocked Up,0,-4.7198367,12.62525
1797,My Sister's Keeper,14,6.524818,-0.1057893
1798,"Welcome Home, Roscoe Jenkins",11,4.616968,13.591272
1800,Notes on a Scandal,7,8.299633,-8.688138
1801,Rendition,4,5.4246616,-5.0780663
1803,Star Trek VI: The Undiscovered Country,3,-10.795695,-7.5626917
1804,Divine Secrets of the Ya-Ya Sisterhood,14,5.0721045,-1.0719393
1806,Kiss the Girls,1,5.7869134,-12.863901
1809,Joyful Noise,8,-2.5787997,5.48031
1810,About a Boy,11,1.659327,11.689385
1811,Lake Placid,9,-6.358369,1.3685719
1812,Lucky Number Slevin,1,6.453289,-12.529883
1814,Anonymous,4,6.531853,-4.7523055
1817,The Duchess,10,15.708485,1.8510835
1820,The Newton Boys,7,8.9282675,-5.071295
1821,Case 39,6,-3.0189688,-14.230387
1822,Suspect Zero,1,4.879226,-13.642678
1823,Martian Child,12,3.5024714,4.142928
1824,Spy Kids: All the Time in the World in 4D,3,-13.921752,-2.7736986
1825,Money Monster,7,7.9984603,-9.7625065
1826,Formula 51,9,-2.6804943,-3.192599
1827,Flawless,12,1.8244613,3.431416
1828,Mindhunters,1,1.2635021,-15.477435
1829,What Just Happened,12,1.8085872,6.7889414
1830,The Statement,4,6.329343,-5.7159023
1832,Paul Blart: Mall Cop,9,-4.088128,-0.49352002
1833,Freaky Friday,0,-8.409786,10.441384
1834,The 40-Year-Old Virgin,0,-1.3565708,12.509851
1835,Shakespeare in Love,11,4.6197395,13.593041
1836,A Walk Among the Tombstones,1,4.901799,-13.63592
1837,Kindergarten Cop,9,-4.0356545,-0.63010174
1838,Pineapple Express,9,-3.7460787,-1.1173189
1839,Ever After: A Cinderella Story,11,4.617495,13.595021
1840,Open Range,2,12.541471,6.6740665
1841,Flatliners,4,2.5337858,-6.7624383
1844,Red Eye,1,-0.03575117,-14.649083
1845,Final Destination 2,6,-4.149147,-11.050896
1846,"O Brother, Where Art Thou?",9,-1.9923241,2.7320762
1847,Legion,6,-7.0544777,-11.862652
1848,Pain & Gain,12,1.7116253,3.3171291
1849,In Good Company,11,4.6181135,13.592653
1850,Clockstoppers,3,-10.581407,-7.282949
1852,Brothers,4,4.438733,-5.949241
1854,New Year's Eve,0,-4.720232,12.625527
1855,Original Sin,1,5.281522,-9.857921
1856,The Raven,1,2.196777,-14.789922
1857,Welcome to Mooseport,0,-4.7202363,12.625519
1858,Highlander: The Final Dimension,3,-10.066047,-4.1214204
1859,Blood and Wine,7,8.861203,-10.301209
1861,The Curse of the Jade Scorpion,0,-2.9714153,9.833356
1863,Flipper,5,-11.915048,0.9965122
1864,Self/less,13,-7.449106,-7.7780023
1865,The Constant Gardener,1,4.805139,-11.630647
1866,The Passion of the Christ,14,6.513563,-0.1047456
1867,Mrs. Doubtfire,11,2.4454813,14.2078285
1869,Gran Torino,14,6.5000305,-0.11067506
1870,W.,10,15.191481,-2.9294615
1871,Taken,13,-5.0072393,-5.5251355
1872,The Best of Me,2,11.313011,5.9399443
1873,The Bodyguard,2,14.039825,6.36371
1874,Schindler's List,10,15.096666,-2.979806
1875,The Help,14,6.521218,-0.097400546
1876,The Fifth Estate,10,13.000838,-5.9967875
1879,Freddy vs. Jason,6,-6.2519207,-9.610951
1882,Cloverfield,3,-11.58976,-4.906469
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3,-13.921761,-2.7737248
1885,No Country for Old Men,7,8.860445,-10.300844
1886,Ride Along,9,-4.284685,0.3397016
1887,Bridget Jones's Diary,11,4.620171,13.592894
1888,Chocolat,2,11.313295,5.9398565
1889,"Legally Blonde 2: Red, White & Blonde",8,-5.3355227,4.8361855
1890,Parental Guidance,8,-9.3006315,7.6459603
1891,No Strings Attached,0,-1.3544693,12.510963
1893,Romeo Must Die,13,-3.1620853,-7.0450525
1895,Final Destination 3,6,-6.70232,-13.510728
1896,The Lucky One,2,11.3131895,5.9392533
1897,Bridge to Terabithia,5,-12.434349,1.0607717
1898,Finding Neverland,14,5.1474795,2.8341606
1899,A Madea Christmas,12,1.8143786,6.790225
1900,The Grey,4,-0.06397839,-3.5049253
1901,Hide and Seek,1,-1.1243922,-12.568943
1902,Anchorman: The Legend of Ron Burgundy,8,-5.3363943,4.8301888
1903,Goodfellas,10,11.831406,-4.2847323
1905,Nanny McPhee,5,-10.694885,7.0358973
1907,Nothing to Lose,9,-5.0276327,-1.2329572
1909,Contraband,1,0.7915538,-9.069706
1910,Money Talks,13,-2.8998022,-3.608982
1911,There Will Be Blood,14,7.436853,0.26446483
1912,The Wild Thornberrys Movie,5,-14.074508,3.0628822
1914,Undercover Brother,9,-6.459195,0.33497676
1915,The Sisterhood of the Traveling Pants,11,2.8737729,11.129164
1916,Kiss of the Dragon,1,1.1349753,-9.848711
1917,The House Bunny,0,-3.2868068,13.107735
1919,Million Dollar Arm,10,13.8382435,0.11754672
1920,The Giver,2,9.929366,6.6528425
1921,What a Girl Wants,11,3.548915,13.677674
1922,Jeepers Creepers II,6,-7.103403,-13.934377
1923,Good Luck Chuck,0,-4.720669,12.62667
1924,Cradle 2 the Grave,1,1.135187,-9.848718
1925,The Hours,2,12.059672,7.0232396
1926,She's the Man,0,-2.9234211,11.742541
1927,Mr. Bean's Holiday,8,-9.301025,7.647112
1928,Anacondas: The Hunt for the Blood Orchid,13,-7.3453646,-5.6205463
1929,Blood Ties,7,7.485247,-9.871185
1930,August Rush,14,8.392437,2.607737
1931,Elizabeth,10,15.097285,-2.9794822
1932,Bride of Chucky,0,-6.602817,11.200605
1934,Spice World,8,-9.000007,8.161651
1936,Dance Flick,9,-5.9163494,0.9022205
